Plant Name_ Nom de l'usine,Plant Number_No. de l'usine,Address_Adresse,City_Ville,Province,Postal Code_Code postal,Telephone_Téléphone,Latitude,Longitude,Beef_Boeuf,"Buffalo,Yak_Bison, Yack","Veal, Light Calves_Veaux de boucherie, Veaux légers","Goats, Lamb, Sheep_Chèvres, Agneaux, Moutons","Deer, Elk_Cerfs, Élans ",Pigs_Porcs,"Chicken, Fowl_Poulet, Oiseaux de basse-cour",Turkeys_Dindes,"Ducks, Geese_Canards, Oies",Fancy Poultry_Volaille à chair fine,Rabbits_Lapins,"Emus, Ostrich, Rhea_Émeus, Autruches, Nandous","Alpaca, Llama_Alpaga, Lama",FSMP_ETVA,FP_ETVA avec abattoir,Animal Class_Catégorie d'animaux
Dufferin County Meats Inc.,162,335424 7Th Line,Amaranth,ON,L9V 1K6,(519) 939-8067,44.04497,-80.26897,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Deer_Cerfs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Abattoir LeFaivre,167,122 County Road 15*,Lefaivre,ON,K0B 1J0,(613) 679-4698,45.63683,-74.89871,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Pigs_Porcs, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Elora Road Meats,172,"598 Bruce Road 3, Rr 1",Mildmay,ON,N0G 2J0,(519) 367-2261,44.07598,-81.18204,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Simcoe Street Meat Packers,191,18619 Simcoe St,Oakwood,ON,K0M 2M0,(416) 560-6595,44.32687,-78.99571,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,"Ducks_Canards, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Yak_Yacks, Fancy Poultry_Volaille à chair fine, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Ratites, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Henderson's Meats,202,"13200 Mackenzie Rd., Rr 2",Chesterville,ON,K0C 1H0,(613) 448-3471,45.02789,-75.20632,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef_Boeuf, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Water Buffalo_Buffle d’Inde, Bison_Bison, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Bilal Farms Inc.,206,1926 Landry Street,Clarence Creek,ON,K0A 1N0,(613) 488-2268,45.49718,-75.21455,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"Veal_Veaux de boucherie, Alpaca_Alpaga, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Llama_Lama, Veal_Veaux de boucherie, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Reiche Meat Products Ltd.,222,"555 Reiche Road, Rr 3",Pembroke,ON,K8A 6W4,(613) 732-3773,45.6689,-77.10378,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,"Pigs_Porcs, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Bison_Bison, Llama_Lama, Alpaca_Alpaga, Rabbits_Lapins, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Northorizon Abattoir,224,290 Deplonty Road,Bruce Mines,ON,P0R 1C0,(705) 941-8132,46.33306,-83.85394,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Alpaca_Alpaga, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Zehr's Country Market,230,70963 Bronson Line,Dashwood,ON,N0M 1N0,(519) 237-3668,43.33511,-81.63409,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Creative Meats,236,"7437 Hwy 17, Rr 1",Warren,ON,P0H 2N0,(705) 967-2006,46.45128,-80.39951,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,"Pigs_Porcs, Beef_Boeuf, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Rabbits_Lapins, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Al Madina Halal Meat Packers,237,3944 Carman Road,Brinston,ON,K0E 1C0,(613) 652-1301,44.9285,-75.42078,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Alpaca_Alpaga, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
A-Mar Meats,246,1981 Red Deer Road E.,Val Gagne,ON,P0K 1W0,(705) 232-6328,48.59478,-80.57892,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Alpaca_Alpaga, Yak_Yacks, Bison_Bison, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Rainy River District Regional Abattoir Inc.,256,"Box 299, 26 Byng Street",Emo,ON,P0W 1E0,(807) 482-3028,48.63617,-93.8371,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"Bison_Bison, Elk_Élans, Goats_Chèvres, Beef_Boeuf, Sheep_Moutons, Pigs_Porcs, Heavy Calves_Veaux lourds, Rabbits_Lapins, Chicken_Poulet, Turkeys_Dindes, Geese_Oies, Ducks_Canards, Fancy Poultry_Volaille à chair fine, Lambs_Agneaux, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Hay's Custom Cutting,257,"2958 4Th Line, Rr 5",Campbellford,ON,K0L 1L0,(705) 653-3388,44.30641,-77.67397,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Beverly Creek,259,385 Concession 6 East,Millgrove,ON,L8B 1M2,(905) 690-8111,43.36732,-79.92622,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Alpaca_Alpaga, Beef_Boeuf, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Yak_Yacks, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Vanessa Meats & Deli Inc.,265,1728 Norfolk County Rd19 West,Vanessa,ON,N0E 1R0,(519) 446-3897,42.9725,-80.37549,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Yak_Yacks, Alpaca_Alpaga, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Veal_Veaux de boucherie, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Matar  Meats,274,"2690 Stagecoach Road, Rr 1",Osgoode,ON,K0A 2W0,(613) 821-7929,45.19164,-75.56825,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"Deer_Cerfs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Goats_Chèvres, Llama_Lama, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
L & M Meats Distributing Inc.,285,233 Patterson Street North,Beeton,ON,L0G 1A0,(416) 827-7434,44.08797,-79.7827,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Llama_Lama, Alpaca_Alpaga, Rabbits_Lapins, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Teal's Pure Pork Sausage,309,"1812 Thompson Road East, Rr 5",Waterford,ON,N0E 1Y0,(905) 730-5664,42.94279,-80.17094,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"Pigs_Porcs, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Limestone Island Abattoir Inc.,312,3120 Monument Road,Providence Bay,ON,P0P 1T0,(289) 380-1054,45.67598,-82.24,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Bison_Bison, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
