Plant Name_ Nom de l'usine,Plant Number_No. de l'usine,Address_Adresse,City_Ville,Province,Postal Code_Code postal,Telephone_Téléphone,Latitude,Longitude,Beef_Boeuf,"Buffalo,Yak_Bison, Yack","Veal, Light Calves_Veaux de boucherie, Veaux légers","Goats, Lamb, Sheep_Chèvres, Agneaux, Moutons","Deer, Elk_Cerfs, Élans ",Pigs_Porcs,"Chicken, Fowl_Poulet, Oiseaux de basse-cour",Turkeys_Dindes,"Ducks, Geese_Canards, Oies",Fancy Poultry_Volaille à chair fine,Rabbits_Lapins,"Emus, Ostrich, Rhea_Émeus, Autruches, Nandous","Alpaca, Llama_Alpaga, Lama",FSMP_ETVA,FP_ETVA avec abattoir,Animal Class_Catégorie d'animaux
Morrison Custom Poultry Processing Ltd.,509,"3711 Lindsay Highway, Rr 3",Omemee,ON,K0L 2W0,(705) 799-7468,44.2924,-78.5881,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,"Lambs_Agneaux, Goats_Chèvres, Pigs_Porcs, Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Sheep_Moutons, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Schefter Poultry Processing Ltd.,512,44783 Harriston Road,Gorrie,ON,N0G 1X0,(519) 335-6791,43.8802,-81.0675,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Ducks_Canards, Geese_Oies, Turkeys_Dindes, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Brennan Poultry,522,7109 Mosside Line,Alvinston,ON,N0N 1A0,(519) 695-6412,42.73303,-81.93684,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Rabbits_Lapins, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, Geese_Oies, Ducks_Canards, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Berube Poultry,529,10135 Mcintyre Rd,Mountain,ON,K0E 1S0,(613) 989-2020,44.99161,-75.50326,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Chicken_Poulet, Turkeys_Dindes, Ducks_Canards, Geese_Oies, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Arvaspring Farms Ltd.,533,"22370 Adelaide Street North, Rr 3",Ilderton,ON,N0M 2A0,(519) 659-5054,43.09277,-81.28412,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, Geese_Oies, Ducks_Canards, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
287 Farm Production Inc.,538,287 Proudfoot Rd.,Powassan,ON,P0H 1Z0,(416) 300-2990,46.03479,-79.32576,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,"Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Turkeys_Dindes, Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
ENS Poultry Inc.,555,6424 8Th Line Pilkington,Elora,ON,N0B 1S0,(519) 846-9290,43.63847,-80.46728,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,"Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Ratites, Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Rua Meats,565,"275 Frankford Road, Rr 1",Foxboro,ON,K0K 2B0,(647) 990-5090,44.2335,-77.4451,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Geese_Oies, Ducks_Canards, Rabbits_Lapins, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
King Cole Ducks Ltd.,588,15336 Warden Avenue,Newmarket,ON,L3Y 4W1,(905) 836-9461,44.02506,-79.37115,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, Geese_Oies, Ducks_Canards, Fancy Poultry_Volaille à chair fine, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Sheik Halal Farms Inc.,590,"193064 Amaranth East, Luther Townline",Grand Valley,ON,L9W 0M3,(905) 828-5857,43.88345,-80.29952,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,"Ducks_Canards, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Country Poultry Processing,594,"7707  4Th Line, Rr 2",Wallenstein,ON,N0B 2S0,(519) 698-9930,43.67181,-80.67332,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Baksh Poultry Plant Inc.,600,7611 Kimbo Road,Smithville,ON,L0R 2A0,(905) 999-6697,43.12438,-79.61081,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes"
Creek Edge Poultry,603,981441 Belle Vallee Road,Belle Vallee,ON,P0J 1A0,(705) 647-2411,47.6534,-79.56617,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,"Rabbits_Lapins, Fancy Poultry_Volaille à chair fine, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, Geese_Oies, Ducks_Canards, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Valley Poultry Packers,614,3134 Main St,Blezard Valley,ON,P0M 1E0,(437) 213-1778,46.60954,-81.06884,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
