Plant Name_ Nom de l'usine,Plant Number_No. de l'usine,Address_Adresse,City_Ville,Province,Postal Code_Code postal,Telephone_Téléphone,Latitude,Longitude,Beef_Boeuf,"Buffalo,Yak_Bison, Yack","Veal, Light Calves_Veaux de boucherie, Veaux légers","Goats, Lamb, Sheep_Chèvres, Agneaux, Moutons","Deer, Elk_Cerfs, Élans ",Pigs_Porcs,"Chicken, Fowl_Poulet, Oiseaux de basse-cour",Turkeys_Dindes,"Ducks, Geese_Canards, Oies",Fancy Poultry_Volaille à chair fine,Rabbits_Lapins,"Emus, Ostrich, Rhea_Émeus, Autruches, Nandous","Alpaca, Llama_Alpaga, Lama",FSMP_ETVA,FP_ETVA avec abattoir,Animal Class_Catégorie d'animaux
V. G. Packers Limited,52,"966 Concession 6 Woodhouse, Rr 5",Simcoe,ON,N3Y 4K4,(519) 426-2000,42.84599,-80.22095,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,"Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Rabbits_Lapins, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Townsend Butchers Inc.,58,419 Conc. 14 East,Simcoe,ON,N3Y 4K3,(519) 426-6750,42.86357,-80.2755,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Peel Sausage Inc.,61,7860 6Th Line,Drayton,ON,N0G 1P0,(519) 638-3446,43.70078,-80.68116,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Alpaca_Alpaga, Sheep_Moutons, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Llama_Lama, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Charles Quality Meats,65,"1476 Wilby Road, Rr 1",Wilmot,ON,N0B 2L0,(519) 886-7931,43.44871,-80.62474,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,"Rabbits_Lapins, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Beef_Boeuf, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Light Calves_Veaux légers, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Miedema's Meat Market Ltd,68,"129 Huron Street, Po Box 389",Embro,ON,N0J 1J0,(519) 475-4010,43.15498,-80.90137,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"Water Buffalo_Buffle d’Inde, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
The Beef Way,72,2034 Hwy 21,Kincardine,ON,N2Z 2X4,(519) 440-7720,44.2022,-81.59563,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Norwich Packers Ltd.,75,11 Robson Street,Norwich,ON,N0J 1P0,(519) 468-3617,42.97754,-80.59832,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Veal_Veaux de boucherie, Water Buffalo_Buffle d’Inde, Alpaca_Alpaga, Veal_Veaux de boucherie, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Willie's Meats Ltd.,82,"2387 4Th Conc. West, Rr 1",Troy,ON,L0R 2B0,(519) 647-3160,43.27888,-80.20132,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Rabbits_Lapins, Llama_Lama, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
2573508 Ontario Inc.,87,"223 Mcwatty Road, Po Box 51",Pakenham,ON,K0A 2X0,(613) 624-5222,45.1919,-76.1749,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"Deer_Cerfs, Goats_Chèvres, Bison_Bison, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Johnson Meats,88,"49801 Glen Colin Line, Rr 4",Aylmer,ON,N5H 2R3,(519) 773-9208,42.79246,-80.96908,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Smelser Meats,92,"4643 Highway #3, Rr 4",Cayuga,ON,N0A 1E0,(905) 772-5053,42.94217,-79.89382,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Gord's Abattoir Inc.,94,643 Hwy 77,Leamington,ON,N8H 3V8,(519) 326-2503,42.1035,-82.60276,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Water Buffalo_Buffle d’Inde, Bison_Bison, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Weiland Meats Ltd.,95,340 Centre Street,Petrolia,ON,N0N 1R0,(519) 882-1215,42.88545,-82.14834,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,"Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Rabbits_Lapins, Ratites, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Mount Brydges Abattoir Ltd.,98,21618 Adelaide Road,Mount Brydges,ON,N0L 1W0,(519) 264-1873,42.9036,-81.43809,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef_Boeuf, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Water Buffalo_Buffle d’Inde, Bison_Bison, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Caledon Halal Meat Packers Inc.,104,8070 Old Church Road,Bolton,ON,L7E 0N7,(905) 880-9888,43.91038,-79.82197,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Goats_Chèvres, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Highgate Tender Meats Ltd.,109,14680 Hastings Line,Highgate,ON,N0P 1T0,(519) 678-3383,42.5109,-81.8233,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Green's Meat Market And Abattoir Ltd.,117,237 Arthur Street,Wingham,ON,N0G 2W0,(519) 357-2912,43.8973,-81.3129,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Bison_Bison, Llama_Lama, Alpaca_Alpaga, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Country Fresh Packers Ltd.,123,4049 Bonneau Line,Tilbury,ON,N0P 2L0,(519) 682-2222,42.27084,-82.39,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Light Calves_Veaux légers, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Agram 2005 Meats Inc.,130,10676 Trafalgar Road,Georgetown,ON,L7G 4S5,(905) 877-6082,43.61909,-79.91417,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Alpaca_Alpaga, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Bison_Bison, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Ken R. Mogk Butchering Inc.,134,"516702 East Zorra, 11Th Line  Rr 2",Tavistock,ON,N0B 2R0,(519) 462-2280 Ext. ex1,43.27023,-80.84817,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Lambs_Agneaux, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Cloverbelt Country Meats Cooperative Inc.,135,60 Griffiths Road,Oxdrift,ON,P0V 2J0,(807) 937-6716,49.81231,-93.05,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,"Pigs_Porcs, Turkeys_Dindes, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Bison_Bison, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Walkerton Meat Market,137,"963 Old Durham Road, Rr 2",Walkerton,ON,N0G 2V0,(519) 881-0781,44.13625,-81.13492,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers"
Miedema's Country Meats,140,41130 Thames Road East,Exeter,ON,N0M 1S5,(519) 235-4978,43.3624,-81.47744,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Llama_Lama, Water Buffalo_Buffle d’Inde, Goats_Chèvres, Lambs_Agneaux, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Harriston Packing Co. Ltd.,143,142 Arthur Street,Harriston,ON,N0G 1Z0,(519) 338-3330,43.91,-80.87654,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Stayner Meat Packers,148,"352 Warrington Road, Po Box 527",Stayner,ON,L0M 1S0,(226) 338-6980,44.40623,-80.05996,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Light Calves_Veaux légers, Goats_Chèvres, Lambs_Agneaux, Pigs_Porcs, Beef_Boeuf, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
J J Meat Distributing Inc.,154,"14600 10Th Concession, Rr 3",Schomberg,ON,L0G 1T0,(905) 859-1540,43.93391,-79.68586,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Beef_Boeuf, Lambs_Agneaux, Sheep_Moutons, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Windcrest Meat Packers,158,1350 Scugog - 3Rd Line,Port Perry,ON,L9L 1B3,(905) 985-7267,44.05195,-78.95901,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Pigs_Porcs, Bison_Bison, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Sprucedale Meats,159,438 4Th Avene,Sprucedale,ON,P0A 1Y0,(705) 685-7747,45.49015,-79.46227,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,"Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Fancy Poultry_Volaille à chair fine, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Bison_Bison, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
L & M Meat Distributing,161,2487 14Th Line,Gilford,ON,L0L 1R0,(905) 775-6775,44.19685,-79.60032,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Rabbits_Lapins, Alpaca_Alpaga, Llama_Lama, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Dufferin County Meats Inc.,162,335424 7Th Line,Amaranth,ON,L9V 1K6,(519) 939-8067,44.04497,-80.26897,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Deer_Cerfs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Abattoir LeFaivre,167,122 County Road 15*,Lefaivre,ON,K0B 1J0,(613) 679-4698,45.63683,-74.89871,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Pigs_Porcs, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Elora Road Meats,172,"598 Bruce Road 3, Rr 1",Mildmay,ON,N0G 2J0,(519) 367-2261,44.07598,-81.18204,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Parkhill Meats Limited,174,3900 Elginfield Road,Parkhill,ON,N0M 2K0,(519) 701-1311,43.15438,-81.58,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,"Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Beef_Boeuf, Heavy Calves_Veaux lourds, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Aman's Abattoir Ltd.,175,"286 Main Street, Po Box 177",Wellington,ON,K0K 3L0,(613) 922-2001,43.95201,-77.35156,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Bison_Bison, Ratites, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Hilts Butcher Shop Ltd.,182,"1948 7Th Line, Asphodel, Rr 3",Norwood,ON,K0L 2V0,(705) 696-2172,44.34786,-77.99855,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,"Fowl_Oiseaux de basse-cour, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Pigs_Porcs, Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Chicken_Poulet, Rabbits_Lapins, Bison_Bison, Water Buffalo_Buffle d’Inde, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Otonabee Meat Packers Ltd.,185,2043 Drummond Line,Peterborough,ON,K9J 6X4,(705) 743-8547,44.2905,-78.2412,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Lambs_Agneaux, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Simcoe Street Meat Packers,191,18619 Simcoe St,Oakwood,ON,K0M 2M0,(416) 560-6595,44.32687,-78.99571,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,"Ducks_Canards, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Yak_Yacks, Fancy Poultry_Volaille à chair fine, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Ratites, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Ralph Bos Meats Ltd.,192,3742 Egremont Drive,Strathroy,ON,N7G 3H6,(519) 245-1574,43.00515,-81.61783,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Henderson's Meats,202,"13200 Mackenzie Rd., Rr 2",Chesterville,ON,K0C 1H0,(613) 448-3471,45.02789,-75.20632,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef_Boeuf, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Water Buffalo_Buffle d’Inde, Bison_Bison, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
