Plant Name_ Nom de l'usine,Plant Number_No. de l'usine,Address_Adresse,City_Ville,Province,Postal Code_Code postal,Telephone_Téléphone,Latitude,Longitude,Beef_Boeuf,"Buffalo,Yak_Bison, Yack","Veal, Light Calves_Veaux de boucherie, Veaux légers","Goats, Lamb, Sheep_Chèvres, Agneaux, Moutons","Deer, Elk_Cerfs, Élans ",Pigs_Porcs,"Chicken, Fowl_Poulet, Oiseaux de basse-cour",Turkeys_Dindes,"Ducks, Geese_Canards, Oies",Fancy Poultry_Volaille à chair fine,Rabbits_Lapins,"Emus, Ostrich, Rhea_Émeus, Autruches, Nandous","Alpaca, Llama_Alpaga, Lama",FSMP_ETVA,FP_ETVA avec abattoir,Animal Class_Catégorie d'animaux
Louro Bros. Meats Ltd.,0034,"1142 Reidsville Road, Rr 1",Ayr,ON,N0B 1E0,(519) 632-7364,43.28055,-80.42611,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Millgrove Packers Limited,0040,"549 Conc. 5 W., Rr 2",Waterdown,ON,L8B 0L5,(905) 689-6184,43.3333,-79.9816,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
West Grey Premium Beef Inc.,0042,312706 Hwy #6,Durham,ON,N0G 1R0,(519) 369-3163,44.11228,-80.80403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FSMP(Free Standing Meat Processing)_ETVA (Établissements de transformation des viandes sans abattoir)
Hank Dekoning Limited,0051,"1768 Hwy 6 South, Rr 1",Port Dover,ON,N0A 1N3,(519) 583-0115,42.81907,-80.14974,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef_Boeuf, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Water Buffalo_Buffle d’Inde, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
V. G. Packers Limited,0052,"966 Concession 6 Woodhouse, Rr 5",Simcoe,ON,N3Y 4K4,(519) 426-2000,42.84599,-80.22095,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,"Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Rabbits_Lapins, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Townsend Butchers Inc.,0058,419 Conc. 14 East,Simcoe,ON,N3Y 4K3,(519) 426-6750,42.86357,-80.2755,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Peel Sausage Inc.,0061,7860 6Th Line,Drayton,ON,N0G 1P0,(519) 638-3446,43.70078,-80.68116,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Alpaca_Alpaga, Sheep_Moutons, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Llama_Lama, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Reist & Weber Butchering Custom Killing & Whole Sales Pork,0063,"317 Hawkesville Road, Rr 1",St. Jacobs,ON,N0B 2N0,(519) 664-2656,43.54468,-80.57303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Pigs_Porcs
Charles Quality Meats,0065,"1476 Wilby Road, Rr 1",Wilmot,ON,N0B 2L0,(519) 886-7931,43.44871,-80.62474,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,"Rabbits_Lapins, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Beef_Boeuf, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Light Calves_Veaux légers, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Miedema's Meat Market Ltd,0068,"129 Huron Street, Po Box 389",Embro,ON,N0J 1J0,(519) 475-4010,43.15498,-80.90137,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,"Water Buffalo_Buffle d’Inde, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
The Beef Way,0072,2034 Hwy 21,Kincardine,ON,N2Z 2X4,(519) 440-7720,44.2022,-81.59563,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Norwich Packers Ltd.,0075,11 Robson Street,Norwich,ON,N0J 1P0,(519) 468-3617,42.97754,-80.59832,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Veal_Veaux de boucherie, Water Buffalo_Buffle d’Inde, Alpaca_Alpaga, Veal_Veaux de boucherie, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Willie's Meats Ltd.,0082,"2387 4Th Conc. West, Rr 1",Troy,ON,L0R 2B0,(519) 647-3160,43.27888,-80.20132,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Rabbits_Lapins, Llama_Lama, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
2573508 Ontario Inc.,0087,"223 Mcwatty Road, Po Box 51",Pakenham,ON,K0A 2X0,(613) 624-5222,45.1919,-76.1749,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"Deer_Cerfs, Goats_Chèvres, Bison_Bison, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Johnson Meats,0088,"49801 Glen Colin Line, Rr 4",Aylmer,ON,N5H 2R3,(519) 773-9208,42.79246,-80.96908,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Smelser Meats,0092,"4643 Highway #3, Rr 4",Cayuga,ON,N0A 1E0,(905) 772-5053,42.94217,-79.89382,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Gord's Abattoir Inc.,0094,643 Hwy 77,Leamington,ON,N8H 3V8,(519) 326-2503,42.1035,-82.60276,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Water Buffalo_Buffle d’Inde, Bison_Bison, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Weiland Meats Ltd.,0095,340 Centre Street,Petrolia,ON,N0N 1R0,(519) 882-1215,42.88545,-82.14834,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,"Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Rabbits_Lapins, Ratites, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Weston Abattoir Ltd.,0097,5409 North Talbot Road,Maidstone,ON,N0R 1K0,(519) 737-1209,42.23028,-82.93823,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Mount Brydges Abattoir Ltd.,0098,21618 Adelaide Road,Mount Brydges,ON,N0L 1W0,(519) 264-1873,42.9036,-81.43809,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef_Boeuf, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Water Buffalo_Buffle d’Inde, Bison_Bison, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Caledon Halal Meat Packers Inc.,0104,8070 Old Church Road,Bolton,ON,L7E 0N7,(905) 880-9888,43.91038,-79.82197,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Goats_Chèvres, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Highgate Tender Meats Ltd.,0109,14680 Hastings Line,Highgate,ON,N0P 1T0,(519) 678-3383,42.5109,-81.8233,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Bachert Meats Inc. (2006),0113,"43181 Blyth Road, Rr 1",Walton,ON,N0K 1Z0,(519) 887-9328,43.66672,-81.27953,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Pigs_Porcs, Goats_Chèvres, Sheep_Moutons, Lambs_Agneaux"
Walnut Hill Farm,0114,"4859 Road 104, Township Of Perth East",Gadshill,ON,N0K 1J0,(519) 656-2497,43.43894,-80.78744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FSMP(Free Standing Meat Processing)_ETVA (Établissements de transformation des viandes sans abattoir)
Green's Meat Market And Abattoir Ltd.,0117,237 Arthur Street,Wingham,ON,N0G 2W0,(519) 357-2912,43.8973,-81.3129,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Bison_Bison, Llama_Lama, Alpaca_Alpaga, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Metzger Meat Products,0120,180 Brock Avenue,Hensall,ON,N0M 1X0,(519) 262-3130,43.4365,-81.51148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FSMP(Free Standing Meat Processing)_ETVA (Établissements de transformation des viandes sans abattoir)
Country Fresh Packers Ltd.,0123,4049 Bonneau Line,Tilbury,ON,N0P 2L0,(519) 682-2222,42.27084,-82.39,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Light Calves_Veaux légers, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Chicken Little,0125,50639 Glencolin Line,Aylmer,ON,N5H 2R3,(519) 765-3295,42.79422,-80.94057,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,"Fancy Poultry_Volaille à chair fine, Chicken_Poulet, Fowl_Oiseaux de basse-cour, Turkeys_Dindes, Geese_Oies, Ducks_Canards, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Agram 2005 Meats Inc.,0130,10676 Trafalgar Road,Georgetown,ON,L7G 4S5,(905) 877-6082,43.61909,-79.91417,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Alpaca_Alpaga, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Bison_Bison, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Ken R. Mogk Butchering Inc.,0134,"516702 East Zorra, 11Th Line  Rr 2",Tavistock,ON,N0B 2R0,(519) 462-2280 Ext. ex1,43.27023,-80.84817,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Beef_Boeuf, Lambs_Agneaux, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Cloverbelt Country Meats Cooperative Inc.,0135,60 Griffiths Road,Oxdrift,ON,P0V 2J0,(807) 937-6716,49.81231,-93.05,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,"Pigs_Porcs, Turkeys_Dindes, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Bison_Bison, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Domingos Meat Packers Ltd.,0136,7396 W Garafraxa 3Rd Line,Arthur,ON,N0G 1A0,(519) 848-5882,43.83009,-80.47401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Walkerton Meat Market,0137,"963 Old Durham Road, Rr 2",Walkerton,ON,N0G 2V0,(519) 881-0781,44.13625,-81.13492,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers"
Miedema's Country Meats,0140,41130 Thames Road East,Exeter,ON,N0M 1S5,(519) 235-4978,43.3624,-81.47744,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Llama_Lama, Water Buffalo_Buffle d’Inde, Goats_Chèvres, Lambs_Agneaux, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Harriston Packing Co. Ltd.,0143,142 Arthur Street,Harriston,ON,N0G 1Z0,(519) 338-3330,43.91,-80.87654,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Pigs_Porcs, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Smokey Joe's,0145,7949 Highway #7,Selwyn,ON,K9J 0C5,(705) 740-1169,44.3113,-78.4333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FSMP(Free Standing Meat Processing)_ETVA (Établissements de transformation des viandes sans abattoir)
Stayner Meat Packers,0148,"352 Warrington Road, Po Box 527",Stayner,ON,L0M 1S0,(226) 338-6980,44.40623,-80.05996,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,"Light Calves_Veaux légers, Goats_Chèvres, Lambs_Agneaux, Pigs_Porcs, Beef_Boeuf, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Hoffman's Meat Packers Ltd.,0149,"Sr21-22 # 6278, Rr 1",Stayner,ON,L0M 1S0,(705) 428-3507,44.40291,-80.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FSMP(Free Standing Meat Processing)_ETVA (Établissements de transformation des viandes sans abattoir)
J J Meat Distributing Inc.,0154,"14600 10Th Concession, Rr 3",Schomberg,ON,L0G 1T0,(905) 859-1540,43.93391,-79.68586,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Beef_Boeuf, Lambs_Agneaux, Sheep_Moutons, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Windcrest Meat Packers,0158,1350 Scugog - 3Rd Line,Port Perry,ON,L9L 1B3,(905) 985-7267,44.05195,-78.95901,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Pigs_Porcs, Bison_Bison, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Sprucedale Meats,0159,438 4Th Avene,Sprucedale,ON,P0A 1Y0,(705) 685-7747,45.49015,-79.46227,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,"Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Fancy Poultry_Volaille à chair fine, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Bison_Bison, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
L & M Meat Distributing,0161,2487 14Th Line,Gilford,ON,L0L 1R0,(905) 775-6775,44.19685,-79.60032,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Rabbits_Lapins, Alpaca_Alpaga, Llama_Lama, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Dufferin County Meats Inc.,0162,335424 7Th Line,Amaranth,ON,L9V 1K6,(519) 939-8067,44.04497,-80.26897,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Deer_Cerfs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Abattoir LeFaivre,0167,122 County Road 15*,Lefaivre,ON,K0B 1J0,(613) 679-4698,45.63683,-74.89871,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Pigs_Porcs, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Elora Road Meats,0172,"598 Bruce Road 3, Rr 1",Mildmay,ON,N0G 2J0,(519) 367-2261,44.07598,-81.18204,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
