Plant Name_ Nom de l'usine,Plant Number_No. de l'usine,Address_Adresse,City_Ville,Province,Postal Code_Code postal,Telephone_Téléphone,Latitude,Longitude,Beef_Boeuf,"Buffalo,Yak_Bison, Yack","Veal, Light Calves_Veaux de boucherie, Veaux légers","Goats, Lamb, Sheep_Chèvres, Agneaux, Moutons","Deer, Elk_Cerfs, Élans ",Pigs_Porcs,"Chicken, Fowl_Poulet, Oiseaux de basse-cour",Turkeys_Dindes,"Ducks, Geese_Canards, Oies",Fancy Poultry_Volaille à chair fine,Rabbits_Lapins,"Emus, Ostrich, Rhea_Émeus, Autruches, Nandous","Alpaca, Llama_Alpaga, Lama",FSMP_ETVA,FP_ETVA avec abattoir,Animal Class_Catégorie d'animaux
Miedema's Country Meats,140,41130 Thames Road East,Exeter,ON,N0M 1S5,(519) 235-4978,43.3624,-81.47744,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Llama_Lama, Water Buffalo_Buffle d’Inde, Goats_Chèvres, Lambs_Agneaux, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
J J Meat Distributing Inc.,154,"14600 10Th Concession, Rr 3",Schomberg,ON,L0G 1T0,(905) 859-1540,43.93391,-79.68586,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,"Llama_Lama, Beef_Boeuf, Lambs_Agneaux, Sheep_Moutons, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
L & M Meat Distributing,161,2487 14Th Line,Gilford,ON,L0L 1R0,(905) 775-6775,44.19685,-79.60032,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Rabbits_Lapins, Alpaca_Alpaga, Llama_Lama, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Dufferin County Meats Inc.,162,335424 7Th Line,Amaranth,ON,L9V 1K6,(519) 939-8067,44.04497,-80.26897,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Deer_Cerfs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Abattoir LeFaivre,167,122 County Road 15*,Lefaivre,ON,K0B 1J0,(613) 679-4698,45.63683,-74.89871,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Pigs_Porcs, Alpaca_Alpaga, Yak_Yacks, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Elora Road Meats,172,"598 Bruce Road 3, Rr 1",Mildmay,ON,N0G 2J0,(519) 367-2261,44.07598,-81.18204,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Simcoe Street Meat Packers,191,18619 Simcoe St,Oakwood,ON,K0M 2M0,(416) 560-6595,44.32687,-78.99571,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,"Ducks_Canards, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Yak_Yacks, Fancy Poultry_Volaille à chair fine, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Ratites, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Bilal Farms Inc.,206,1926 Landry Street,Clarence Creek,ON,K0A 1N0,(613) 488-2268,45.49718,-75.21455,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"Veal_Veaux de boucherie, Alpaca_Alpaga, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Llama_Lama, Veal_Veaux de boucherie, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Reiche Meat Products Ltd.,222,"555 Reiche Road, Rr 3",Pembroke,ON,K8A 6W4,(613) 732-3773,45.6689,-77.10378,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,"Pigs_Porcs, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Bison_Bison, Llama_Lama, Alpaca_Alpaga, Rabbits_Lapins, Pigs_Porcs, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Northorizon Abattoir,224,290 Deplonty Road,Bruce Mines,ON,P0R 1C0,(705) 941-8132,46.33306,-83.85394,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Alpaca_Alpaga, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Fancy Poultry_Volaille à chair fine, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Brian Quinn's Meat Ltd.,225,"3988 County Rd. #1, Rr 2",Yarker,ON,K0K 3N0,(613) 377-6430,44.36204,-76.77703,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Rabbits_Lapins, Alpaca_Alpaga, Yak_Yacks, Bison_Bison, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Creative Meats,236,"7437 Hwy 17, Rr 1",Warren,ON,P0H 2N0,(705) 967-2006,46.45128,-80.39951,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,"Pigs_Porcs, Beef_Boeuf, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Rabbits_Lapins, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Al Madina Halal Meat Packers,237,3944 Carman Road,Brinston,ON,K0E 1C0,(613) 652-1301,44.9285,-75.42078,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Light Calves_Veaux légers, Veal_Veaux de boucherie, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Alpaca_Alpaga, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Dresden Meat Packers Limited,242,"R.R. #2, 78 Hwy, 10210 Mccreary Line",Dresden,ON,N0P 1M0,(519) 683-2585,42.60097,-82.18529,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,"Alpaca_Alpaga, Beef_Boeuf, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
A-Mar Meats,246,1981 Red Deer Road E.,Val Gagne,ON,P0K 1W0,(705) 232-6328,48.59478,-80.57892,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Alpaca_Alpaga, Yak_Yacks, Bison_Bison, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Beverly Creek,259,385 Concession 6 East,Millgrove,ON,L8B 1M2,(905) 690-8111,43.36732,-79.92622,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,"Alpaca_Alpaga, Beef_Boeuf, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Yak_Yacks, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Vanessa Meats & Deli Inc.,265,1728 Norfolk County Rd19 West,Vanessa,ON,N0E 1R0,(519) 446-3897,42.9725,-80.37549,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Elk_Élans, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Water Buffalo_Buffle d’Inde, Bison_Bison, Llama_Lama, Yak_Yacks, Alpaca_Alpaga, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Veal_Veaux de boucherie, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Matar  Meats,274,"2690 Stagecoach Road, Rr 1",Osgoode,ON,K0A 2W0,(613) 821-7929,45.19164,-75.56825,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,"Deer_Cerfs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Goats_Chèvres, Llama_Lama, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Bentinck Packers Limited,275,"381488 Concession 4 Ndr, Rr 3",Hanover,ON,N4N 3B9,(519) 364-3538,44.19687,-80.98292,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Bison_Bison, Pigs_Porcs, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Llama_Lama, Alpaca_Alpaga, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
L & M Meats Distributing Inc.,285,233 Patterson Street North,Beeton,ON,L0G 1A0,(416) 827-7434,44.08797,-79.7827,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Deer_Cerfs, Elk_Élans, Llama_Lama, Alpaca_Alpaga, Rabbits_Lapins, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Palmateer's Abattoir Ltd.,286,2253 River Street West,Tweed,ON,KOK 3J0,(613) 478-3801,44.47174,-77.32517,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,"Alpaca_Alpaga, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Light Calves_Veaux légers, Pigs_Porcs, Sheep_Moutons, Lambs_Agneaux, Goats_Chèvres, Llama_Lama, Water Buffalo_Buffle d’Inde, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Birch Lake Abattoir,299,"556 Birch Lake Road, Rr 3",Massey,ON,P0P 1P0,(705) 865-1366,46.24868,-82.0479,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,"Llama_Lama, Bison_Bison, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Pigs_Porcs, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Fancy Poultry_Volaille à chair fine, Ducks_Canards, Geese_Oies, Turkeys_Dindes, Fowl_Oiseaux de basse-cour, Chicken_Poulet, Rabbits_Lapins, Alpaca_Alpaga, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Teal's Pure Pork Sausage,309,"1812 Thompson Road East, Rr 5",Waterford,ON,N0E 1Y0,(905) 730-5664,42.94279,-80.17094,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"Pigs_Porcs, Alpaca_Alpaga, Ratites, Llama_Lama, Bison_Bison, Water Buffalo_Buffle d’Inde, Deer_Cerfs, Goats_Chèvres, Lambs_Agneaux, Sheep_Moutons, Light Calves_Veaux légers, Veal_Veaux de boucherie, Heavy Calves_Veaux lourds, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Beef_Boeuf, Beef_Boeuf, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Farmersville Community Abattoir,311,63 Addison Rd,Athens,ON,K0E 1B0,(613) 851-0036,44.64278,-75.91,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,"Pigs_Porcs, Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Sheep_Moutons, Alpaca_Alpaga, Goats_Chèvres, Lambs_Agneaux, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
Al-Mashriq Halal Farm,608,S1255 Durham Road 13,Sunderland,ON,L0C 1H0,(647) 286-0881,44.2645,-79.04255,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,"Beef_Boeuf, Beef-Dairy Calves_Veaux de boucherie ou de race laitière, Heavy Calves_Veaux lourds, Veal_Veaux de boucherie, Light Calves_Veaux légers, Sheep_Moutons, Lambs_Agneaux, Llama_Lama, Goats_Chèvres, FP (Further Processing)_Établissements de transformation des viandes avec abattoir"
