establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
11845142,11845142,GRANJA ACUICOLA LOS ADOBES,,CALLE Calle del Deporte 0 SN,5 DE MAYO,Aguascalientes,20671,4651186038,2025-05,Aquaculture Farm,Otra acuicultura,,,,,22.14682192,-102.28100722,Pabellón de Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845145,11845145,GRANJA ACUICOLA RANCHO LA MISION,,CALLE Carretera Panamericana 0 SN,EL SALITRILLO,Aguascalientes,20435,4491231717,2025-05,Aquaculture Farm,Camaronicultura y acuicultura de otros crustáceos en agua dulce,,,,,22.18189147,-102.29538617,Rincón de Romos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8908752,8908752,GRANJA EL CHAVEÑO CENTRO DE REPRODUCCION INVESTIGACION E INOVACION TECNOLOGICA,,CALLE XOCONOXTLE 0 DOMICILIO CONOCIDO,CHAVEÑO,Aguascalientes,,4498131154,2019-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,21.96152528,-102.36127111,Jesús María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845066,11845066,GRANJA LA PERLA,,CALLE LAZARO CARDENAS 202,FRESNILLO,Aguascalientes,,4651196859,2025-05,Aquaculture Farm,Piscicultura en agua dulce,FRANCISCO DE AVILA RODRIGUEZ SC,,,,22.24472185,-102.33828059,Rincón de Romos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845141,11845141,GRANJA SAN ISIDRO,,CALLE Dinastía 218,EL PUERTECITO,Aguascalientes,20805,4959589306,2025-05,Aquaculture Farm,Camaronicultura y acuicultura de otros crustáceos en agua dulce,,,,,21.84888752,-102.75520471,Calvillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8789655,8789655,PISCICULTURA EN AGUA DULCE SIN NOMBRE,,CALLE NAYARIT 0 SN Int. 7,JESUS TERAN VILLA,Aguascalientes,,4491067898,2019-11,Aquaculture Farm,Piscicultura en agua dulce,,,,,21.85702149,-102.28005911,Aguascalientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046074,9046074,RANCHO ACUICOLA EL INDIO,,CALLE MAR CARIBE 125,COLINAS DEL RIO,Aguascalientes,,4493292415,2019-11,Aquaculture Farm,Piscicultura en agua dulce,RANCHO ACUICOLA INDIO S DE RL,,,,21.89688223,-102.3182311,Aguascalientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252543,6252543,TURISTICA LOMA DE PIEDRA,,CALLE MORELOS 86,MALPASO,Aguascalientes,,4951064891,2014-12,Aquaculture Farm,Piscicultura en agua dulce,TURISTICA LOMA DE PIEDRA SA DE CV,,,,21.86170583,-102.6651759,Calvillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838283,8838283,ABULONES CULTIVADOS,,CALLE MACHERO 366 11,ZONA CENTRO,Baja California,,,2019-11,Aquaculture Farm,Otra acuicultura,ABULONES CULTIVADOS S DE RL DE CV,,,,31.8621572,-116.6267073,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166436,6166436,ACUACULTURA OCEANICA,,AVENIDA La Marina 187 B Int. 0,ZONA CENTRO,Baja California,22800,,2010-07,Aquaculture Farm,Otra acuicultura,ACUACULTURA OCEANICA S DE RL MI,,,,31.86175373,-116.62808869,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845021,11845021,ACUICOLA SAN QUINTIN,,CALLE Ninguno 0 SN,ACUICOLA SAN QUINTIN,Baja California,22934,6461309983,2025-05,Aquaculture Farm,Piscicultura en agua dulce,ACUICOLA SAN QUINTIN SA DE CV,,,,30.44193417,-115.99320056,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166487,6166487,ACUICOLA TRIPLEA,,OTRO(ESPECIFIQUE) NINGUNO 0 DOMICILIO CONOCIDO,VENUSTIANO CARRANZA,Baja California,,,2010-07,Aquaculture Farm,Piscicultura en agua dulce,,,,,32.20725336,-115.1462315,Mexicali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166290,6166290,ADMINISTRADORA PESQUERA DEL NOROESTE,,PRIVADA Ninguno 3,FONDEPORT (EL SAUZAL),Baja California,22760,,2014-12,Aquaculture Farm,Piscicultura en agua salada,ADMINISTRADORA PESQUERA DEL NOROESTE SA DE CV,,,,31.89695746,-116.70758276,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156055,7156055,AGROPESCA DE MEXICO,,CALLE TRES SN Int. 0,MANCHURIA,Baja California,22760,,2019-11,Aquaculture Farm,Piscicultura en agua dulce,AGROPESCA DE MEXICO SA DE CV,,,,31.89912075,-116.70900461,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166289,6166289,ATUN OCEANO PACIFICO,,PRIVADA Ninguno 2,FONDEPORT (EL SAUZAL DE RODRIGUEZ),Baja California,22760,,2014-12,Aquaculture Farm,Piscicultura en agua salada,ATUN OCEANO PACIFICO SA DE CV,,,,31.89704676,-116.70744376,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752874,6752874,BAJA REEF AQUACULTURE,,CALLE H DE LAS MORAS 280 Int. 0,VALLE VERDE PARTE ALTA,Baja California,,6461507816,2016-10,Aquaculture Farm,Otra acuicultura,BAJA REEF AQUACULTURE S DE RL DE CV,,,,31.88732237,-116.59518212,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166503,6166503,BAÑAGA DEL MAR,,CALLE SEXTA 156,SAN QUINTIN,Baja California,,6161070125,2014-12,Aquaculture Farm,Otra acuicultura,BAÑAGA DEL MAR S DE RL DE CV,,,,30.56581055,-115.94433907,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011848,8011848,BIVALVA,,CALLE La Marina 187 B,ZONA CENTRO,Baja California,22896,6461781684,2019-11,Aquaculture Farm,Otra acuicultura,BIVALVA SA DE CV,,,,31.81413538,-116.58748884,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166411,6166411,BRISA MARINA,,CALLE EMILIANO ZAPATA 304,PADRE KINO,Baja California,,6161359176,2010-07,Aquaculture Farm,Otra acuicultura,,,,,30.52821389,-115.9367213,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10757021,10757021,COOPERATIVA JACMED,,CARRETERA TKT MXCLI KM 113 113,COOPERATIVA JACMECD,Baja California,,,2024-11,Aquaculture Farm,Piscicultura en agua salada,COOPERATIVA JACMED SC DE RL DE CV,,,,32.571755,-116.4078561,Tecate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166434,6166434,CULTIVADORES DEL PACIFICO,,CALLE SAN FELIPE 187,ACAPULCO,Baja California,,6461136184,2010-07,Aquaculture Farm,Otra acuicultura,CULTIVADORES DEL PACIFICO S DE RL,,,,31.83573668,-116.60443049,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166422,6166422,GRANJA OSTRICOLA EL RINCON,,CALLE Ninguno 0 SN Int. 0 SN,BAHIA LA CHORERA,Baja California,22934,,2010-07,Aquaculture Farm,Otra acuicultura,GRANJA OSTRICOLA EL RINCON S DE RL DE CV,,,,30.46035616,-116.03902374,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499001,9499001,INSPECCION FITOSANITARIA,,BOULEVARD ABELARDO L RODRIGUEZ 816,COMPUERTAS,Baja California,21218,,2024-11,Farm / Breeder,Servicios relacionados con la cría y explotación de animales,SAGARPA,,,,32.66039946,-115.37500306,Mexicali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9450263,9450263,LIVE BAIT,,CALLE EMILIANO ZAPATA 100 Int. 0,SAUZAL,Baja California,22760,,2023-11,Aquaculture Farm,Piscicultura en agua dulce,LIVE BAIT ENSENADA SA DE CV,,,,31.89874242,-116.69943836,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166485,6166485,MORRO SANTO DOMINGO SPR DE RL,,CALLE Ninguno 0 Int. 0 SN,VILLA JESUS MARIA,Baja California,22994,,2010-07,Aquaculture Farm,Otra acuicultura,MORRO SANTO DOMINGO SPR DE RL S DE RL,,,,28.24828046,-114.09208983,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740777,6740777,ORNAMENTAL LIFE,,CALLE ARIES 624,VILLAS DEL SOL,Baja California,,6461901520,2016-10,Aquaculture Farm,Otra acuicultura,ORNAMENTAL LIFE S DE RL DE CV,,,,31.89707202,-116.7079002,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845146,11845146,OSTIONES DEL NOROESTE,,CALLE Alejandra 606,NUEVA ERA,Baja California,22930,,2025-05,Aquaculture Farm,Otra acuicultura,OSTIONES DEL NOROESTE S DE RL,,,,30.50614472,-115.91878161,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845023,11845023,OSTIONES GUERRERO,,CALLE Ninguno 0 SN,OSTIONES GUERRERO,Baja California,22930,6161054569,2025-05,Aquaculture Farm,Piscicultura en agua salada,OSTIONES GUERRERO SA DE CV,,,,30.46207785,-116.03971524,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863371,7863371,OTRA ACUICULTURA SIN NOMBRE,,CALLE DEL PUERTO 1850,HIDALGO,Baja California,,6461207722,2019-11,Aquaculture Farm,Otra acuicultura,,,,,31.86012799,-116.5885083,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726153,6726153,PACIFICO AQUACULTURE,,CALZADA Vista al Mar 500 SN Int. 0,EL SAUZAL,Baja California,22760,6461565089,2016-01,Aquaculture Farm,Piscicultura en agua salada,PACIFICO AQUACULTURE SAPI DE CV,,,,31.90319035,-116.70524511,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166272,6166272,PESCA CHIAPAS,,AVENIDA GALEANA 352 Int. 0,BAHIA,Baja California,22880,,2014-12,Farm / Breeder,Servicios relacionados con la cría y explotación de animales,PESCA CHIAPAS SA DE CV,,,,31.85822503,-116.60344459,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863324,7863324,PRODUCTORES MARINOS BAJA,,CALLE PARCELA 76 SN 0 DOMICILIO CONOCIDO,ERENDIRA,Baja California,,,2019-11,Aquaculture Farm,Otra acuicultura,PRODUCTORES MARINOS BAJA SA DE CV,,,,31.27651323,-116.3762239,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845022,11845022,PRODUCTOS MARINOS,,OTRO(ESPECIFIQUE) CAMINO A BAHIA FALSA 0 SN,PRODUCTOS MARINOS SPR DE RL,Baja California,,6161242596,2025-05,Aquaculture Farm,Otra acuicultura,PRODUCTOS MARINOS,,,,30.45155056,-115.9979878,San Quintín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290980,9290980,PRODUCTOS MARINOS DE LAS CALIFORNIAS,,CALLE SEIS 9834,FONDEPORT,Baja California,,6121523661,2020-11,Aquaculture Farm,Otra acuicultura,PRODUCTOS MARINOS DE LAS CALIFORNIAS S DE RL DE CV,,,,31.8968694,-116.70714288,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276518,9276518,PUNTA FINAL DEL GOLFO,,CALLE PLACIDO MATA 2314,BENITO JUAREZ,Baja California,22820,,2020-11,Aquaculture Farm,Piscicultura en agua salada,,,,,31.88700526,-116.618009,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724099,8724099,SE SESMA ESCALANTE,,CALZADA Vista al Mar 0 SN,EL SAUZAL,Baja California,22760,,2019-11,Aquaculture Farm,Otra acuicultura,SE SESMA ESCALANTE,,,,31.90420825,-116.71112743,Ensenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9598968,9598968,ACUICULTURA,,CALLE NINGUNO 0 SN,LA POZA GRANDE,Baja California Sur,,6131243972,2024-11,Aquaculture Farm,Otra acuicultura,,,,,25.76872315,-112.02354759,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845159,11845159,ACUICULTURA,,CALLE Mariano Salinas 0 SN Int. 0,CENTRO,Baja California Sur,23710,6131138860,2025-05,Aquaculture Farm,Otra acuicultura,,,,,25.18959939,-112.10244431,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845026,11845026,ACUICULTURA,,CALLE Ninguno 0 SN,SANTO DOMINGO,Baja California Sur,,6131099608,2025-05,Aquaculture Farm,Otra acuicultura,,,,,25.4954267,-111.91740095,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845047,11845047,ACUICULTURA DE OSTION JAPONES,,CALLE Ninguno 0 SN,LA POZA GRANDE,Baja California Sur,23830,6131257123,2025-05,Aquaculture Farm,Otra acuicultura,,,,,25.76727791,-112.02633917,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575671,10575671,ACUICULTURA DE OSTION JAPONES,,CALLE NINGUNO 0 SN Int. 0 SN,LA POZA GRANDE,Baja California Sur,,6131178669,2024-11,Aquaculture Farm,Otra acuicultura,,,,,25.76890427,-112.0249688,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865035,9865035,BAJAS AWESOME BEACH RIDES,,CALLE 20 DE NOVIEMBRE 0 SN,LOS BARRILES,Baja California Sur,23330,,2024-11,Farm / Breeder,Servicios relacionados con la cría y explotación de animales,LUCAS DE LOS BARRILES SA DE CV,,,,23.69018554,-109.70059397,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808230,6808230,BLUE GENETICS MEXICO,,AVENIDA 5 DE MAYO 0 SN Int. 22,CENTRO,Baja California Sur,,6121376840,2017-11,Aquaculture Farm,Camaronicultura y acuicultura de otros crustáceos en agua salada,BLUE GENETICS MEXICO SA DE CV,,,,24.16339683,-110.31496038,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845147,11845147,CAMARONICULTURA Y ACUICULTURA DE OTROS CRUSTÁCEOS EN AGUA SALADA SIN NOMBRE,,AVENIDA Profesor Marcelo Rubio Ruíz 0 SN,MESA MEXICO,Baja California Sur,23920,6151112445,2025-05,Aquaculture Farm,Piscicultura en agua dulce,,,,,27.33197535,-112.26400644,Mulegé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10759393,10759393,CAMARONICULTURA Y ACUICULTURA DE OTROS CRUSTÁCEOS EN AGUA SALADA SIN NOMBRE,,CALLE NINGUNO 0 SN,POZA GRANDE,Baja California Sur,23830,,2024-11,Aquaculture Farm,Camaronicultura y acuicultura de otros crustáceos en agua salada,,,,,25.76871827,-112.0296175,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778644,9778644,COOPERATIVA EL JAIBON,,CALLE NINGUNO 0 SN,POZA GRANDE,Baja California Sur,,6131407124,2024-11,Aquaculture Farm,Otra acuicultura,SOCIEDAD COOPERATIVA EL JAIBON SC DE RL DE CV,,,,25.76835464,-112.03031529,Comondú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
